Price,Close,High,Low,Open,Volume,Daily Return,20d SMA,Cumulative Return
Ticker,SPY,SPY,SPY,SPY,SPY,,,
Date,,,,,,,,
2020-04-23,258.71795654296875,263.22337948595316,258.41204620983535,260.0250845483106,104709700,-7.183061562376913e-05,249.2885772705078,-0.135897223419014
2020-04-24,262.32403564453125,263.0007838057226,258.18017320507687,260.2474788521125,85063200,0.013938263697454545,250.2976547241211,-0.12385313105732554
2020-04-27,266.1063537597656,267.23734170691694,263.85365730230586,264.3171764889914,77896600,0.014418496215724996,251.85646438598633,-0.11122041074305633
2020-04-28,264.8828125,270.13910677194116,264.5768738461319,269.7868274934165,105270000,-0.004597940795018407,252.9726219177246,-0.11530696667428053
2020-04-29,271.8170471191406,273.3652144115421,269.2213497144326,270.2596286763158,118745600,0.026178499668190636,254.61626358032225,-0.09214703039491257
2020-04-30,269.2862243652344,271.91901100155013,267.53410756055456,270.426463913381,122901700,-0.009310758029083321,256.67104721069336,-0.10059982972089032
2020-05-01,262.1572570800781,269.4530464319418,260.9798999362958,264.49338419820157,125180000,-0.02647356841947912,258.106103515625,-0.12441016166526553
2020-05-04,262.88037109375,263.1862814168892,258.7643170002029,260.2568357283572,80873200,0.0027583215575488484,259.74603576660155,-0.12199500333861613
2020-05-05,265.3092346191406,268.1459710644438,263.0101682261261,265.7264133926765,79569900,0.009239425200462836,260.7347236633301,-0.11388274184633063
2020-05-06,263.5107421875,267.4135670702816,263.07503288056415,267.02422667147306,73632600,-0.006778853492312109,261.62097244262696,-0.11988960091636369
2020-05-07,266.69049072265625,268.637277682215,266.18063074583256,266.75539022253605,75250400,0.012066864935979416,262.2536811828613,-0.10926942760187053
2020-05-08,271.1031799316406,271.5759786872925,268.71140441702113,269.8516721196629,76452400,0.016546106301080332,262.9137321472168,-0.094531304865349
2020-05-11,271.15875244140625,272.549310146234,268.7299161768622,269.15634595153807,79514200,0.00020498656555645312,263.69429779052734,-0.09434569594731446
2020-05-12,265.75421142578125,272.7718732757444,265.61513298022965,272.3547228120221,95870800,-0.01993127998622446,263.82779388427736,-0.11239654545211775
2020-05-13,261.0540466308594,266.2361884384899,258.6066514170751,265.18863040945206,144721100,-0.017686134754761995,264.0057830810547,-0.12809481975804382
2020-05-14,264.1781921386719,264.30796283193826,253.07225947694414,258.5974299268108,121977900,0.01196742800248618,264.2778656005859,-0.11766035728850344
2020-05-15,265.3926086425781,265.4389492560783,260.81303570623675,261.76788433031754,111146300,0.004596959703883519,264.2611740112305,-0.1136042775058197
2020-05-18,273.4764709472656,275.0987889952579,271.34429282915414,271.66873380596735,119703800,0.03046001298240597,264.8827590942383,-0.08660465229109782
2020-05-19,270.6674499511719,274.5980843990878,270.6489193646904,272.87380625424714,95189300,-0.01027152714953461,265.76019897460935,-0.09598661740334846
2020-05-20,275.265625,276.13704373814596,274.00486580752107,274.23662550828374,85861700,0.016988282298656898,266.586653137207,-0.08062898285803277
2020-05-21,273.3651428222656,275.95158839920805,272.2619646414217,275.1357899168052,78293900,-0.006904175476812213,267.3190124511719,-0.08697648168867622
2020-05-22,273.88421630859375,274.0603558608928,271.8261900104895,273.07769745910093,63958200,0.001898828361835525,267.897021484375,-0.08524280673708384
2020-05-26,277.2586975097656,280.1418023239498,273.9028222381162,279.9007632300832,88951400,0.012320831213470607,268.454638671875,-0.07397223775758333
2020-05-27,281.3840026855469,281.42109214806135,275.20992270702266,280.0768749688756,104817400,0.014878902674048566,269.27969818115236,-0.0601939608097114
2020-05-28,280.86492919921875,284.4525646093608,280.1881807318339,282.4223474981835,90405200,-0.0018447156958961708,269.7320922851562,-0.06192763576130378
2020-05-29,282.1163330078125,282.7096228732037,277.6201911043602,280.39202687049294,119090800,0.0044555360192590765,270.3735977172852,-0.05774802055376671
2020-06-01,283.2566833496094,283.86853232947044,280.94836587770726,281.46750532286615,55758300,0.004042128045685711,271.4285690307617,-0.05393931740154423
2020-06-02,285.60205078125,285.648419687675,282.8394937497713,284.1836827985654,74267200,0.008280007390843558,272.56465301513674,-0.046105927957442505
2020-06-03,289.4029235839844,290.36705171683786,287.3263660279691,287.6044663110158,92567600,0.013308282599292509,273.7693374633789,-0.03341123607691021
2020-06-04,288.6427001953125,290.1630569487674,286.52905349997627,288.41094056516175,75794400,-0.0026268683787199487,275.0259353637695,-0.035950337536085786
2020-06-05,296.04052734375,297.8297051982625,294.0195898202807,294.08448931742265,150524700,0.025629704625932614,276.4934371948242,-0.011242029442405599
2020-06-08,299.618896484375,299.81356667517116,296.30936178597165,296.8563111826671,73641200,0.01208742996349943,277.9192230224609,0.0007095132775611912
2020-06-09,297.38470458984375,299.693021527893,296.0590179612521,296.93043646215654,77479200,-0.007456778997408042,279.2305206298828,-0.0067525564035533225
2020-06-10,295.72528076171875,298.86795484853855,295.00219186516273,297.9687263741447,95000800,-0.005580057758564627,280.7290740966797,-0.012294934507368183
2020-06-11,278.6770935058594,289.37512815886856,278.12089291169747,288.73546918460613,209243600,-0.05764873132235182,281.6102264404297,-0.06923487845367882
2020-06-12,282.0144348144531,286.52910875383816,276.81376129064523,285.75039964128285,194678900,0.01197565708257109,282.5020385742188,-0.05808835453362249
2020-06-15,284.6472473144531,285.78751520353995,275.089479714569,276.27608822646505,135782700,0.009335736667990924,283.4647705078125,-0.04929491544703435
2020-06-16,290.1259765625,292.61046137657615,285.22196300459586,292.462131813723,137627500,0.019247434499145122,284.29724578857423,-0.030996281604096954
2020-06-17,288.9208068847656,291.4516320394407,288.1791591497666,291.1549729454411,83398900,-0.004153953024177981,285.2099136352539,-0.03502147753056728
2020-06-18,289.0320739746094,289.5141238291672,286.9277066800749,287.39122594863966,80828700,0.0003851127616714134,285.8982360839844,-0.034649851986825464
2020-06-19,287.38037109375,292.72498114215267,285.41569666818003,292.529454251851,135549600,-0.005714600660563618,286.59899749755857,-0.04016644258033675
2020-06-22,289.2239074707031,289.6242814447814,285.62048487305856,286.7750622552266,74649400,0.006414969713960383,287.36598205566406,-0.034009139379046704
2020-06-23,290.5554504394531,292.83670161151986,290.1457561194454,291.89626304757377,68471200,0.004603848210179118,288.03081970214845,-0.029561864084327594
2020-06-24,283.1436767578125,289.12146697996565,281.29076098136915,288.4976054005304,132813500,-0.025508981746618864,288.1188034057617,-0.054316752779623334
2020-06-25,286.1791687011719,286.449200920641,280.527274718551,282.5664257375495,89468000,0.010720677142141533,288.3845153808594,-0.04417838800744167
2020-06-26,279.3819885253906,285.2853025805387,278.79540796201917,285.071135177248,127961000,-0.023751484801043832,288.24779815673827,-0.0668805704971921
2020-06-29,283.48822021484375,283.6278822523884,278.33913805058035,280.6483212613772,79773300,0.01469755337889267,288.259375,-0.05316599787319265
2020-06-30,287.1196594238281,288.8329423047783,282.8924022992811,283.05067651639877,113394800,0.012809841644327413,288.3352554321289,-0.04103720424248347
2020-07-01,289.1307678222656,290.4064234249023,287.78066369360243,288.24622272047964,72396500,0.007004425968159866,288.32164764404297,-0.034320220333380336
2020-07-02,290.7230224609375,293.95400349200224,290.0526162741743,292.5945505700709,69344200,0.005507039775340283,288.42566375732423,-0.02900218337651439
2020-07-06,295.2109375,295.7975463605753,293.8235808342022,294.57778410766616,61713800,0.015437081663064678,288.3841842651367,-0.014012810786640184
2020-07-07,292.1662292480469,295.6486017652653,291.78446742638073,293.6560238552768,82910000,-0.010313670210654435,288.0115509033203,-0.024181957488116912
2020-07-08,294.4008483886719,294.51257798928174,291.16057630913343,292.9389864779456,54638600,0.007648451179235405,287.8623580932617,-0.01671846083014772
2020-07-09,292.7248840332031,295.25752615272114,289.2797360358666,295.01542637758297,83354200,-0.0056927973021875244,287.71233825683595,-0.02231608332362467
2020-07-10,295.71380615234375,295.9838383688003,291.21651804686513,292.6597397951371,57550400,0.010210686833175497,288.56417388916014,-0.012333259028609711
2020-07-13,293.15325927734375,300.48115517982075,292.4921732922841,298.0788826561616,102997500,-0.008658868208814341,289.12111511230466,-0.020885335172910136
2020-07-14,296.9522399902344,297.7343758977281,290.5088893016334,291.7193316408675,93657000,0.012959026013408703,289.7363647460937,-0.008196962761305882
2020-07-15,299.6803894042969,300.78842230244754,297.27808860736775,300.20181330748875,87196500,0.009187165633612437,290.2140853881836,0.0009148960177258747
2020-07-16,298.693359375,299.1495981145738,297.11044736536496,297.76224134944226,54622500,-0.0032936090054437317,290.7027130126953,-0.0023817262974809017
2020-07-17,299.559326171875,300.35078226613393,297.7157020433569,299.7083084826566,62774900,0.002899183291811269,291.2290756225586,0.0005105519332431196
2020-07-20,301.980224609375,302.7344279861425,298.53507632341143,299.28927970017895,56308800,0.008081532524582435,291.95906829833984,0.008596210499879575
2020-07-21,302.62274169921875,304.41047276850526,301.6264383843552,303.96355420892013,57292200,0.0021276793560733864,292.62901000976564,0.010742179835574017
2020-07-22,304.3453369140625,304.66194216562354,302.14791119931493,302.25964085728816,57792900,0.005692219973857382,293.3185043334961,0.01649554666005426
2020-07-23,300.7138671875,304.6897593109272,299.33583070652713,303.9821005241788,75738000,-0.011932069547653024,294.19701385498047,0.004366651102426955
2020-07-24,298.7772216796875,299.81074927379893,297.2594944208983,298.84240677539,73766600,-0.006440160295650643,294.82691650390626,-0.0021016311262784804
2020-07-27,300.9559326171875,301.13284729368337,298.67468236687546,299.4754585471406,48293000,0.007292091831002212,295.9056137084961,0.005175135417555987
2020-07-28,299.0472412109375,301.34710427397874,298.749276570797,300.22043080634853,57495000,-0.00634209596618196,296.6835647583008,-0.0011997817540820854
2020-07-29,302.72509765625,303.2930944461457,299.8944908112124,299.9317434897633,48454200,0.012298580085272404,297.4638366699219,0.011084042719202936
2020-07-30,301.6449890136719,302.06400349331875,297.622580720211,299.7268881452924,61861700,-0.00356795208240257,298.0895477294922,0.007476543303498895
2020-07-31,304.0286560058594,304.13109376758774,299.19615104438884,303.451367360291,84986800,0.007902226388648792,298.7548294067383,0.015437851029936445
2020-08-03,306.14239501953125,306.91521070876695,305.1554118908806,305.704768280188,53077900,0.006952433502291688,299.30140228271483,0.022497615164932094
2020-08-04,307.32489013671875,307.32489013671875,305.27641860176607,305.27641860176607,41917900,0.0038625657093720456,300.05933532714846,0.02644707939118285
2020-08-05,309.233642578125,309.49438294523435,308.3677094975572,308.63774172386934,42697700,0.0062108618685492445,300.8009750366211,0.03282220041665718
2020-08-06,311.3006896972656,311.42173959200727,308.32112894305834,308.6470259484085,43679400,0.00668441862246083,301.7297653198242,0.039726016366813166
2020-08-07,311.5242004394531,311.8128447873176,309.4105440925789,310.3230500920838,57308300,0.0007179898714804178,302.52028503417966,0.04047252911567911
2020-08-10,312.4552917480469,312.6414983092965,310.0250588545826,311.98041244824475,44282100,0.0029888249685909862,303.48538665771486,0.043582319389833035
2020-08-11,309.8760681152344,314.2895868870968,309.14050533281323,313.64711317503077,69601100,-0.008254696594776512,304.13157806396487,0.0349678639715969
2020-08-12,314.1964416503906,314.97857731437557,312.3062733585609,312.33420576029374,53774400,0.013942262664665028,304.85738067626954,0.04939765778057614
2020-08-13,313.6285400390625,314.9507404248071,312.6974218116425,313.42369289241117,41816100,-0.0018074730838614217,305.60413970947263,0.047500899759870485
2020-08-14,313.63787841796875,314.1779429337107,312.5019129783277,313.2375043767815,47260400,2.9775284178912287e-05,306.30806732177734,0.047532089396838506
2020-08-17,314.6341247558594,315.03449872445947,313.64714183000024,314.66205716261123,35481000,0.003176422257782807,306.9407623291016,0.05085949364134046
2020-08-18,315.3138427734375,315.7421491373331,313.4236457770641,315.0344902979212,38733900,0.0021603442350874857,307.5753173828125,0.05312971189031557
2020-08-19,314.0009765625,316.217013838339,313.43297972832573,315.69558995985096,68054200,-0.00416368085647556,308.0580993652344,0.048744815869532276
2020-08-20,314.9786682128906,315.46283945447374,312.1294487520339,312.25979052591396,42207800,0.0031136579927038,308.7713394165039,0.05201024854777114
2020-08-21,316.0960388183594,316.31949810899806,314.2989589712251,314.64349659825893,55106600,0.0035474485043969217,309.6372802734375,0.055742200730592106
2020-08-24,319.299072265625,319.373549220361,316.0680909080304,318.55416064090014,48588700,0.010133102139588068,310.5544372558594,0.06644014428366862
2020-08-25,320.4164123535156,320.50020958739054,318.6938378825997,319.8670559877972,38463400,0.0034993527540259084,311.6228958129883,0.07017199453957157
2020-08-26,323.62872314453125,323.8987269329815,320.4629273041784,321.0122835704496,50790200,0.010025425250288045,312.66807708740237,0.08090092387577963
2020-08-27,324.33642578125,325.798288335773,322.6604242030733,324.50404867144806,58034100,0.002186773256225072,313.8026489257812,0.08326460910874012
2020-08-28,326.43133544921875,326.5617056084477,324.168725532313,325.369875706848,48588900,0.0064590638036496895,314.9227828979492,0.0902614843352092
2020-08-31,325.2489013671875,327.10181752185133,325.016121813467,326.21727226699716,66099200,-0.0036223056846060864,315.878108215332,0.0863122239627947
2020-09-01,328.3122253417969,328.414634686384,325.1836539632205,326.0868395952134,54908700,0.00941839914518594,316.92747497558594,0.09654354608437088
2020-09-02,333.0609436035156,334.0386062067138,329.08505127544817,330.23965699990765,69540000,0.014464031172689351,318.1188400268555,0.11240398611714664
2020-09-03,321.598876953125,331.83185523044534,318.9917293636481,331.3569759319599,148011100,-0.034414322275010956,318.6337493896484,0.0741213568389043
2020-09-04,318.9731750488281,323.87083755742174,311.8035533975463,322.2879536346721,139156300,-0.008164524482091373,319.0061981201172,0.06535166672425596
2020-09-08,310.2578125,319.03827660019004,309.9505560710483,313.51672541256914,114465300,-0.027323183360149272,318.89632415771484,0.036242867791308475
2020-09-09,316.38458251953125,318.8706515831317,313.4236057835116,314.2988589472677,91462300,0.019747351308135874,319.2217498779297,0.05670591974213357
2020-09-10,310.8910827636719,318.93592958046594,309.9227118378307,318.274843586461,90569500,-0.017363361109798192,319.0564819335938,0.03835795327078939
2020-09-11,311.0493469238281,313.7589043244753,308.20012747479143,312.6881240661922,84680200,0.0005090662580262695,318.92752227783205,0.03888654626855281
2020-09-14,315.1462097167969,316.93396888961524,311.19827824680254,314.24302406459896,65605700,0.01317110237808028,319.00293884277346,0.05256982732866611
2020-09-15,316.73846435546875,318.46101015038033,315.15555218042186,317.623009522902,52920900,0.005052431505055299,319.10815582275393,0.057887864285532054
2020-09-16,315.4814453125,319.4293770117385,315.2020928298086,317.9861553053102,82096000,-0.003968634013322814,319.11653594970704,0.05368949452504701
2020-09-17,312.70672607421875,314.43862066458155,310.05303357886373,310.5837777610291,91523300,-0.008795189953351268,319.051823425293,0.04442209526884855
2020-09-18,309.1065979003906,313.6312458044341,306.60121930156913,313.5190689312354,105877900,-0.011512794173073382,318.75821990966796,0.032397878656208245
2020-09-21,305.6664123535156,305.8159910462942,300.76783141419656,304.47916892418516,99450800,-0.011129447155908356,318.23673858642576,0.020907861021832064
2020-09-22,308.7794189453125,309.3403318815955,304.6287031577221,307.1621546895772,63612100,0.010184326658031928,317.7107559204102,0.031305120166231104
2020-09-23,301.6184997558594,309.62077320092527,301.1136753082404,309.34030249481947,93112200,-0.023191050795783097,316.77086029052737,0.007388070738504782
2020-09-24,302.4224548339844,305.50743291519547,298.96351580905053,300.29100868915145,76681300,0.0026654700516570706,315.710546875,0.010073233471454834
2020-09-25,307.3117370605469,308.10633282316,300.6836866315257,301.56241505620784,71069400,0.016167060839600955,314.8593124389648,0.026403148889440287
2020-09-28,312.416015625,313.1358363795678,310.50892284308117,311.5092143613189,64584600,0.016609448806855998,314.1585464477539,0.04345113944611523
2020-09-29,310.71453857421875,312.9581616662014,310.01340457489823,312.2102968119457,51304000,-0.005446190226123249,313.4318283081055,0.03776830604902659
2020-09-30,313.0704040527344,316.24887285260775,311.1913555832398,311.3876651380587,104081100,0.007582089622603538,312.6697372436523,0.04563675835298775
2020-10-01,315.0802917480469,316.6695117608034,313.18255678657926,315.68793553319546,88698700,0.00641992238580924,311.7707046508789,0.05234966518536299
2020-10-02,312.0888366699219,315.0523096322458,309.61150165491927,310.08828201733905,89431100,-0.009494262752927418,311.2952026367187,0.042358380956137864
2020-10-05,317.623046875,317.80999881665764,314.11737701525726,314.1641078683681,45713100,0.01773280410837419,311.22769622802736,0.060842317936355084
2020-10-06,313.10772705078125,319.87602637009286,312.5935735514593,317.7632668791493,90128900,-0.014215970373194442,311.3701919555664,0.04576141497394093
2020-10-07,318.5578308105469,319.3711414966736,316.06178179834296,316.0898260106504,56999600,0.017406481184929934,311.4788543701172,0.06396444136761059
2020-10-08,321.3811340332031,321.446580054868,319.5862184041517,320.51173470268236,45242500,0.0088627650918911,312.00335693359375,0.07339410827757686
2020-10-09,324.2511291503906,324.7185518452797,322.41884017460626,323.045170609396,59528600,0.008930191642459562,312.6634460449219,0.08297972337238257
2020-10-12,329.46759033203125,330.9539912427605,326.31716558452143,326.8126325547645,80388500,0.016087719402269718,313.37951507568357,0.10040239728034517
2020-10-13,327.3174133300781,329.5049480681437,326.3451661589768,329.3273251658497,73255500,-0.0065262170393943775,313.90846252441406,0.09322093240502372
2020-10-14,325.26080322265625,329.00018539803256,324.5222957840592,327.89707450330985,57727900,-0.006283228522730333,314.3974304199219,0.08635197546089057
2020-10-15,324.8587951660156,325.3449045314286,320.7735250979555,321.31572290825386,60357700,-0.0012359560471398856,315.0050338745117,0.08500929216749742
