Price,Close,High,Low,Open,Volume,Daily Return,20d SMA,Cumulative Return
Ticker,SPY,SPY,SPY,SPY,SPY,,,
Date,,,,,,,,
2020-01-02,299.4064636230469,299.4249140098017,297.24987779194856,298.18072230420165,59151200,,,
2020-01-03,297.1392822265625,298.2728840920659,295.93196319223426,295.98725810025013,77709700,-0.007572252679684199,,-0.007572252679684199
2020-01-06,298.2728576660156,298.355800020691,295.2499196258295,295.36973462444496,55653900,0.0038149632420152457,,-0.003786177303301219
2020-01-07,297.4341735839844,298.180682883535,296.98256105203933,297.7014229007024,40496400,-0.0028118015450482314,,-0.006587332869158247
2020-01-08,299.0194091796875,300.2451505391978,297.37892786268793,297.6277549618272,68296000,0.005329702288750404,,-0.0012927391034773805
2020-01-09,301.0469055175781,301.1206508037746,300.0054713233431,300.5953211105716,48473300,0.0067804840610605766,,0.005478979560696873
2020-01-10,300.1806335449219,301.79346742317296,299.7106267972333,301.6368078824737,53029300,-0.002877531563285518,,0.002585682060790795
2020-01-13,302.2449951171875,302.25419218279177,300.3741094690749,300.80727157112966,47086800,0.006877064479100303,,0.00948052844214553
2020-01-14,301.7841796875,302.86245826324387,301.22197742210943,301.8026019439326,62832800,-0.0015246420524145377,,0.007941431977388946
2020-01-15,302.4662170410156,303.2311486258918,301.60911790811434,301.6920602636609,72056600,0.0022600169240876156,,0.010219396672146885
2020-01-16,304.98223876953125,304.98223876953125,303.6274574172638,303.8578622178155,54050300,0.008318356189096043,,0.018622761442799618
2020-01-17,305.9315185546875,306.14347297991804,304.9177317636267,305.70111374424584,95846000,0.0031125739944273256,,0.021793300160198203
2020-01-21,305.3324279785156,306.1434573700108,304.89006876539884,304.963785925723,77742400,-0.001958250588243282,,0.019792372829096516
2020-01-22,305.3692932128906,306.8531147057829,305.2126337039077,306.198744842947,48914900,0.00012073802517176269,,0.01991550054627722
2020-01-23,305.7195129394531,306.1342528171938,303.59057490163264,304.7149514167851,51963000,0.001146872767977758,,0.021085213859492136
2020-01-24,303.00079345703125,306.4660913262452,301.70130675607606,306.3831489571108,87578400,-0.008892855599178962,,0.012004850498182895
2020-01-27,298.1438293457031,299.63684804047784,297.36967254565656,297.71066717031647,84062500,-0.016029542549752085,,-0.00421712431343324
2020-01-28,301.26812744140625,302.15287403833787,298.23599226082933,299.5815484786443,63834000,0.010479164041595768,,0.006217847790698228
2020-01-29,301.0192565917969,302.8717201716019,300.81649924412875,302.641315373142,53888900,-0.0008260775931492326,,0.0053866337728114555
2020-01-30,301.9962158203125,302.2081983917871,298.1807264128993,298.9364328893423,75491800,0.0032455040902596988,301.5879165649414,0.008649620205013475
2020-01-31,296.51251220703125,301.5261221757397,295.5908931411007,301.36943455927553,113845600,-0.018158186513648422,301.44321899414064,-0.009665627725589765
2020-02-03,298.7152099609375,300.5953210000547,297.88575830784004,298.0055733036759,69083000,0.007428683995528207,301.5220153808594,-0.002308746624053337
2020-02-04,303.26800537109375,304.14355484305065,302.03303904394454,302.3556113823279,62573200,0.015241257419572385,301.77177276611326,0.012897322593905303
2020-02-05,306.7701110839844,306.98209359594625,304.75179119000853,306.2263592060808,65951100,0.011547890482562773,302.23856964111326,0.024594149945300847
2020-02-06,307.8023376464844,307.9958697700625,306.71480580192747,307.7378175634313,50359700,0.003364821164788756,302.67771606445314,0.028041726026355462
2020-02-07,306.16192626953125,307.81160447752046,305.60894909410797,306.7333257047532,64139400,-0.005329431184623257,302.93346710205077,0.022562848392576607
2020-02-10,308.447509765625,308.512029860322,305.2310677300769,305.26794037355893,42070000,0.007465276704855972,303.34681091308596,0.03019656300393292
2020-02-11,308.9821472167969,310.6041783307931,308.4475921830258,309.81159910046216,54864500,0.0017333174502791593,303.6836685180664,0.031982220683805185
2020-02-12,310.9727478027344,311.1847022081107,310.06032571345446,310.42896775051224,43992700,0.006442445312352607,304.1430969238281,0.03863070970388072
2020-02-13,310.6409606933594,311.61787478081925,309.25853191386875,309.53500641953264,54501900,-0.001066933072815357,304.5518341064453,0.03752256024925593
2020-02-14,311.138671875,311.25848688046284,309.84841051922353,311.0557295155845,64582200,0.0016022071929269188,304.8596557617187,0.03918488635811124
2020-02-18,310.3368225097656,311.2031467496603,308.93594341942503,310.1340651743523,57226200,-0.002577144655154018,305.07992095947264,0.036506756582516564
2020-02-19,311.82061767578125,312.50260684186975,311.0280387125524,311.31373839702644,48814700,0.004781241085140442,305.4043304443359,0.04146254527211446
2020-02-20,310.5395812988281,312.0971198996157,307.52586870264213,311.2676401709432,74163400,-0.00410824783332675,305.6628448486328,0.03718395902700933
2020-02-21,307.341552734375,309.48891289803925,306.51207303003326,309.17556577386756,113788200,-0.010298296117607353,305.7439468383789,0.026502731488516895
2020-02-24,297.1484069824219,307.4152279005851,296.06087519932544,297.81197377991316,161088400,-0.0331655308605886,305.4513275146484,-0.007541776531143962
2020-02-25,288.14422607421875,299.1667834033539,287.259479551713,298.5493143136413,218913200,-0.030301965942344022,304.9513473510742,-0.03761521181789651
2020-02-26,287.0843505859375,293.1762393565182,286.34706655376704,289.55428303185,194773800,-0.0036782811952242866,304.2421585083008,-0.041155133686836654
2020-02-27,274.1909484863281,287.1396875294625,274.1909484863281,281.5178045527755,284353500,-0.044911546286985016,302.90074310302737,-0.08421833928229827
2020-02-28,273.03887939453125,274.54112300467233,263.1591216684569,266.0714413550307,384975800,-0.004201703587069061,301.45287628173827,-0.08806618237110786
2020-03-02,284.8632507324219,284.9277708210314,271.37995849221204,274.83603019593295,238703600,0.043306548005585865,300.8704132080078,-0.04857347672004508
2020-03-03,276.70697021484375,289.2409983463712,274.2462624289888,285.24117395101416,300139100,-0.02863226652299733,299.77000122070314,-0.07581497451164543
2020-03-04,288.3377685546875,288.55897628742844,279.55473872981685,282.12606416533816,176613400,0.04203290698030937,299.0234893798828,-0.03696879130269859
2020-03-05,278.7529602050781,284.29190109101086,276.49500983915436,281.07545879648234,186366800,-0.03324159855177444,297.6226318359375,-0.06898148813504434
2020-03-06,274.1448974609375,275.3614418129207,267.4816072330502,270.17272011709457,228667200,-0.016530991243108195,295.9397598266602,-0.08437214700185558
2020-03-09,252.73568725585938,261.9150082076685,252.01682527997536,253.72179859575803,309417300,-0.07809450550918495,293.26844787597656,-0.15587765141218235
2020-03-10,265.8134460449219,265.90558547277425,252.0628739638472,262.3297262793299,276444100,0.051744804744662476,291.1367446899414,-0.11219870530389986
2020-03-11,252.85543823242188,259.84132774034595,249.64822131506233,258.69852889628334,255316300,-0.04874850390491581,288.33040924072264,-0.15547769018518198
2020-03-12,228.66299438476562,245.7590374028902,228.26669072233295,235.93457103098208,392220700,-0.09567697660280827,284.21492156982424,-0.2362790314618839
2020-03-13,248.21054077148438,250.20124202820583,229.0408546541431,242.46884184873323,329566100,0.08548626960524519,281.0934005737305,-0.17099137484225557
2020-03-16,221.05038452148438,236.76398161055744,218.7555475078594,222.27612575861758,297240000,-0.10942386316705643,276.5889862060547,-0.26170470120582623
2020-03-17,232.9853515625,236.09121802902618,218.48828455136166,225.83357711017766,262070500,0.05399206640988963,272.7214126586914,-0.2218426124032219
2020-03-18,221.18861389160156,228.9025623009773,210.1476195190946,217.7325417995453,327597100,-0.05063295864647477,268.18981246948243,-0.2612430232298584
2020-03-19,221.65863037109375,227.99016388468704,214.01841333413591,220.49739523309862,289322000,0.0021249578412863013,263.7457649230957,-0.25967319579926573
2020-03-20,212.10641479492188,226.6331066092839,211.82830041167384,224.8346496291632,347158800,-0.04309426418533702,258.98400802612304,-0.29157703468297846
2020-03-23,206.68324279785156,212.92220830591737,202.33542971604777,211.54092991348372,326025200,-0.02556816587708477,254.46074981689452,-0.3096901105713403
2020-03-24,225.40943908691406,226.29013710907319,216.74163631215913,217.31639574094757,235494500,0.0906033601736056,251.3240104675293,-0.24714571502803362
2020-03-25,228.78387451171875,237.64637636448504,222.25752828879652,227.00396190546724,299430300,0.014970248976590383,248.40898666381835,-0.23587529893891035
2020-03-26,242.14248657226562,243.62572565621616,230.87895942356934,231.31466868449712,257632800,0.05838965744005109,246.80656356811522,-0.19125831940247184
2020-03-27,234.93016052246094,241.7809763831476,232.73308319099033,234.79111036685728,224341200,-0.02978546289790507,244.90112762451173,-0.21534706472389886
2020-03-30,242.55966186523438,243.2827508947583,235.03211240635088,237.04378461879432,171369500,0.03247561456479753,242.78594818115235,-0.18986497843073513
2020-03-31,238.9442138671875,244.11707712576936,237.52584585346548,241.54919023035686,194881100,-0.01490539675989333,240.89781036376954,-0.20194036235630974
2020-04-01,228.1905517578125,238.86077537870082,226.10471485273018,229.88703413807121,189554600,-0.045004906941802814,237.89044952392578,-0.23785696208247287
2020-04-02,233.4561309814453,234.24410529958328,226.7443664639975,227.30059527896603,177660400,0.023075360408529866,235.62560806274413,-0.22027023679967406
2020-04-03,230.08172607421875,234.83743890147224,227.32842013691277,232.46420806218967,135561200,-0.014454128461054427,233.4224494934082,-0.2315405509618791
2020-04-06,245.5354766845703,247.51935324530714,230.063211392009,239.02767466040095,188061200,0.06716635377364377,233.06243896484375,-0.17992593174708527
2020-04-07,245.7857666015625,254.96344375761925,245.563286374329,254.20326525993815,201427200,0.001019363557445141,232.0610549926758,-0.1790899781275025
2020-04-08,254.03631591796875,255.86258258472296,245.89692040071654,248.40918638795864,153774500,0.033568051683729117,232.12009887695314,-0.15153362808559534
2020-04-09,257.90216064453125,260.68327656108204,255.37133497571938,257.32737292402584,189999200,0.01521768536357948,233.5820571899414,-0.13862193379622412
2020-04-13,255.5474395751953,257.26246648033674,251.60752589977565,256.9194667575025,114839100,-0.009130288259125763,233.94890213012695,-0.14648656384075287
2020-04-14,263.08428955078125,264.11328880669186,255.40841115216654,260.479313374444,134143400,0.029492958286393645,236.05059738159179,-0.12131392767123172
2020-04-15,257.4942626953125,263.2233547228347,255.3620568404822,257.3181230897534,121775000,-0.021248045122777115,237.27604293823242,-0.13998428898482917
2020-04-16,258.7365417480469,259.59868106556956,255.6402354670773,258.78288237291076,131798300,0.004824492164333449,239.1534393310547,-0.1358351499258328
2020-04-17,265.7264404296875,266.3382611996891,261.7957763067932,264.5583623777211,146684800,0.027015506330942962,241.35682983398436,-0.11248929894767579
2020-04-20,261.0447692871094,265.8653808305883,260.8222890989694,261.99033837767416,100109300,-0.017618386544476783,243.80374755859376,-0.12812580554117525
2020-04-21,253.11865234375,257.7538458029918,252.17305477184024,256.5394273799485,126385700,-0.03036305598079947,246.12551803588866,-0.154598570515743
2020-04-22,258.7365417480469,260.4979098575712,256.70632445776465,258.04126262920994,92951600,0.02219468755968035,247.7918731689453,-0.1358351499258328
